sonde,symbol
cg00826767,ABCC2
cg00827318,FXYD4
cg00827976,C10orf96
cg00828709,C10orf71
cg00830735,PPP1R3C
cg00833552,FAM21C
cg00836119,CAMK2G
cg00836755,BMI1
cg00838337,ARHGAP21
cg00844376,MARVELD1
cg00845901,TUBB8
cg00848594,ZNF22
cg00850340,FAM53B
cg00851333,TRIM8
cg00851482,CNNM1
cg00855501,RUFY2
cg00857182,FBXL15
cg00857182,PSD
cg00857846,HPS6
cg00863716,AKR1C2
cg00869330,CCNY
cg00870849,CPEB3
cg00871019,IPMK
cg00871019,CISD1
cg00872628,SMC3
cg00873937,ATOH7
cg00877329,HPSE2
cg00877401,MRPL43
cg00877401,C10orf2
cg00879184,MLLT10
cg00881417,PLEKHA1
cg00889599,C10orf140
cg00897627,AVPI1
cg00899160,GSTO2
cg00899659,ZNF22
cg00906319,PARD3
cg00908305,CALML3
cg00922781,ADAM12
cg00922825,SLIT1
cg00923295,UROS
cg00923295,BCCIP
cg00928478,FRAT1
cg00929798,CALY
cg00931497,ACADSB
cg00931497,IKZF5
cg00936935,SGMS1
cg00937932,CREM
cg00939082,PTPLA
cg00954566,SCD
cg00955290,WAC
cg00961517,KIAA1217
cg00967901,HTR7
cg00971834,COL13A1
cg00972288,SIRT1
cg00977842,MAT1A
cg00978519,ITGB1
cg00982519,SFTA1P
cg00984618,NOC3L
cg00987176,NFKB2
cg00989575,MYOZ1
cg00990350,MIR609
cg00990884,EXOC6
cg00991297,ITGB1
cg00994717,SEMA4G
cg00995584,VCL
cg00997424,PI4K2A
cg00997917,ABLIM1
cg01000831,CDH23
cg01003015,VIM
cg01004363,AGAP11
cg01005506,ADO
cg01009145,COL13A1
cg01010839,NET1
cg01016800,CCNJ
cg01017197,BLOC1S2
cg01021053,ZWINT
cg01037890,PHYHIPL
cg01042100,RBP3
cg01042749,FAM178A
cg01045622,LOC100128292
cg01045622,DLG5
cg01047414,PHYH
cg01047476,PNLIPRP2
cg01050740,LYZL2
cg01053681,ZMIZ1
cg01054775,C10orf110
cg01056653,SFMBT2
cg01060471,NOLC1
cg01060861,MKX
cg01062504,C10orf71
cg01062834,KIAA1462
cg01066431,LOC642826
cg01068136,DCLRE1A
cg01068136,NHLRC2
cg01069845,TLL2
cg01071279,SUPV3L1
cg01072942,SEC31B
cg01077178,BMI1
cg01078276,PLAU
cg01078989,ITGA8
cg01082242,HIF1AN
cg01085228,FBXL15
cg01085228,PSD
cg01087392,GBF1
cg01089060,PDLIM1
cg01089095,CHCHD1
cg01089189,VCL
cg01098656,IDI1
cg01099580,MINPP1
cg01100984,FBXW4
cg01105183,SEMA4G
cg01109287,REEP3
cg01109508,ECHS1
cg01110552,MGEA5
cg01122251,DCLRE1C
cg01125076,VPS26A
cg01126162,C10orf18
cg01127249,C10orf62
cg01128566,SVIL
cg01128800,SIRT1
cg01130322,STOX1
cg01134643,UCN3
cg01134967,SFTPA1
cg01136750,PDSS1
cg01137532,ZNF365
cg01142721,LRIT2
cg01144764,C10orf119
cg01150866,RASSF4
cg01151966,NRG3
cg01154046,VIM
cg01154537,C10orf4
cg01158937,GOT1
cg01160241,CDH23
cg01160452,KCNK18
cg01162436,FAM188A
cg01164344,NRG3
cg01165203,DNAJC12
cg01166071,GATA3
cg01166071,FLJ45983
cg01166685,EXOC6
cg01167924,OR13A1
cg01172656,NRBF2
cg01177642,NFKB2
cg01183826,ZNF22
cg01183826,C10orf25
cg01185921,ABLIM1
cg01188244,ZNF22
cg01188244,C10orf25
cg01195910,RASGEF1A
cg01197091,SEC61A2
cg01201802,KIAA1462
cg01202155,EMX2
cg01206915,P4HA1
cg01207912,LRRTM3
cg01208243,IKZF5
cg01216745,C10orf140
cg01218580,C10orf96
cg01220829,ANKRD1
cg01222324,VENTX
cg01222988,RRP12
cg01224891,GATA3
cg01224891,FLJ45983
cg01225454,C10orf84
cg01227006,LRRC20
cg01227028,BMS1
cg01227827,GOLGA7B
cg01228636,KILLIN
cg01228636,PTEN
cg01229798,GRID1
cg01235305,LRRC18
cg01235463,NUDT9P1
cg01237870,MCM10
cg01240734,AIFM2
cg01246254,PLEKHA1
cg01261798,DPYSL4
cg01262952,ANKRD1
cg01263532,PTER
cg01263942,C10orf108
cg01267522,LOC220930
cg01270230,RASGEF1A
cg01272400,GPR120
cg01274715,HTR7
cg01275523,PAX2
cg01275830,C10orf95
cg01289902,ANXA7
cg01290459,IFIT5
cg01295399,CHAT
cg01295399,SLC18A3
cg01299369,BTRC
cg01300410,TMEM20
cg01301028,RASSF4
cg01303723,NKX6-2
cg01305328,SLK
cg01309726,LOC100270710
cg01315067,NCOA4
cg01317050,WAPAL
cg01320048,VWA2
cg01322555,AIFM2
cg01324724,GBF1
cg01327877,GRK5
cg01330312,NCOA4
cg01332279,EGR2
cg01337736,FAM175B
cg01341123,MGMT
cg01341969,TUBB8
cg01346596,C10orf47
cg01348121,CSGALNACT2
cg01354923,KILLIN
cg01354923,PTEN
cg01357233,LRRC18
cg01360067,PPP3CB
cg01360325,TAF5
cg01363383,MXI1
cg01365249,UNC5B
cg01367750,ACBD5
cg01373721,TIMM23
cg01375259,MIR1287
cg01378456,GUCY2G
cg01382938,ITIH5
cg01384488,NKX6-2
cg01385327,FGFR2
cg01387797,UCN3
cg01387945,ZEB1
cg01387945,LOC220930
cg01389728,PRKCQ
cg01390168,MIR2110
cg01390168,C10orf118
cg01391662,SVIL
cg01392544,CACNB2
cg01394007,FGFBP3
cg01394390,PKD2L1
cg01394540,CDK1
cg01394540,CDC2
cg01401460,TLL2
cg01407927,C10orf76
cg01410500,ZNF365
cg01413281,CHUK
cg01416891,CYP26C1
cg01420088,CUTC
cg01421615,CTBP2
cg01424147,POLL
cg01430385,GTPBP4
cg01430621,MRPS16
cg01430807,NDUFB8
cg01431972,C10orf41
cg01433114,FAM35A
cg01433914,ADD3
cg01437577,SUPV3L1
cg01438145,WDR37
cg01448258,HMX3
cg01449818,ABLIM1
cg01452175,ANKRD26
cg01452506,DNAJB12
cg01457986,ZNF518A
cg01464186,SGMS1
cg01464515,KIAA1274
cg01465325,ERCC6
cg01465364,CYP2E1
cg01466017,ST8SIA6
cg01470340,C10orf105
cg01471006,FAM190B
cg01472043,C10orf47
cg01476047,ASCC1
cg01476568,C10orf18
cg01477633,HK1
cg01479818,ELOVL3
cg01481646,TSPAN14
cg01483063,ADRA2A
cg01483832,NFKB2
cg01484915,RASSF4
cg01485177,LOC441666
cg01487195,BMPR1A
cg01488679,GPR120
cg01508796,C10orf75
cg01527459,DYDC1
cg01527459,DYDC2
cg01528321,TSPAN14
cg01529588,IFIT1L
cg01534887,C10orf55
cg01560871,C10orf27
cg01561719,ANKRD22
cg01570069,HELLS
cg01597891,INA
cg01604073,DCLRE1A
cg01614169,LRIT2
cg01614759,ZNF22
cg01631684,REEP3
cg01656216,ZNF438
cg01664833,INPP5A
cg01667332,JMJD1C
cg01687711,CBARA1
cg01698036,PDCD11
cg01698036,USMG5
cg01701415,NUDT13
cg01709312,PDCD4
cg01709312,LOC282997
cg01727419,SH3PXD2A
cg01736278,LARP4B
cg01754756,C10orf116
cg01765473,ATAD1
cg01782320,MASTL
cg01782320,YME1L1
cg01805540,CACNB2
cg01816336,MINPP1
cg01816726,ST8SIA6
cg01819863,EPC1
cg01830644,DHTKD1
cg01833521,LOC283070
cg01838941,GPRIN2
cg01842314,CCDC147
cg01849212,MYOF
cg01851208,C10orf58
cg01856509,MIR346
cg01859118,ARHGAP12
cg01861509,SPOCK2
cg01866359,C1QL3
cg01874697,SORCS3
cg01902747,CCDC7
cg01905698,ATE1
cg01917164,PCGF6
cg01954649,KIAA0913
cg01960926,NEBL
cg01962937,HTRA1
cg01968793,CNNM1
cg01969916,ZNF37B
cg01977213,ZNF438
cg01982597,PGBD3
cg01985446,ZMIZ1
cg01994328,MAP3K8
cg02005425,BMS1P4
cg02016328,RAB18
cg02021694,P4HA1
cg02022136,MGMT
cg02022481,CH25H
cg02024446,RPP38
cg02024446,C10orf111
cg02030034,NKX2-3
cg02036336,LZTS2
cg02043219,ZNF487
cg02043951,NKX1-2
cg02044879,PLA2G12B
cg02045259,RET
cg02046226,BAG3
cg02047359,ANXA7
cg02054619,C10orf79
cg02058552,NET1
cg02065151,OAT
cg02070205,MAP3K8
cg02070873,ALOX5
cg02075054,ATP5C1
cg02075054,KIN
cg02076355,C10orf10
cg02078870,CYP26A1
cg02079377,SLC16A12
cg02086431,RBP3
cg02086858,KCNIP2
cg02089629,VENTX
cg02092590,KLF6
cg02093006,ARHGAP12
cg02093062,ZFYVE27
cg02094388,MASTL
cg02094388,YME1L1
cg02094827,ZFYVE27
cg02096397,TLX1
cg02096397,TLX1NB
cg02100629,AIFM2
cg02100674,NRG3
cg02101307,RGR
cg02102829,CTBP2
cg02105002,GSTO2
cg02107824,VWA2
cg02111655,KIAA1462
cg02113605,SGMS1
cg02114346,PAOX
cg02119927,HK1
cg02123936,WAC
cg02133183,FAM190B
cg02141208,SFTPA2
cg02145310,ZMIZ1
cg02150654,PPAPDC1A
cg02150674,PHYH
cg02153747,SVIL
cg02156071,C10orf84
cg02156314,ZEB1
cg02160826,MRPS16
cg02161900,MKX
cg02162544,EIF4EBP2
cg02162906,DKK1
cg02163937,FAM53B
cg02164452,SLC16A9
cg02167865,FRAT1
cg02169113,HNRNPF
cg02174006,FAM190B
cg02174341,UCMA
cg02176961,ACBD7
cg02179499,FGFR2
cg02180545,MRPL43
cg02180545,C10orf2
cg02187457,RPP30
cg02189719,ENTPD7
cg02190253,C10orf119
cg02190746,ASB13
cg02193611,KIAA1217
cg02200491,STOX1
cg02203761,NCRNA00202
cg02204096,IDI1
cg02205181,NFKB2
cg02207686,VENTX
cg02209504,EGR2
cg02210151,FGFR2
cg02212855,PRAP1
cg02219962,ZNF503
cg02222290,SGPL1
cg02222362,PTPN20A
cg02222362,PTPN20B
cg02225096,ANUBL1
cg02225485,GSTO1
cg02230650,MBL1P
cg02236650,VIM
cg02238747,RRP12
cg02241235,DDX50
cg02241986,CALML3
cg02243437,SLC16A9
cg02247463,LRRC27
cg02249292,MKX
cg02249958,C10orf41
cg02251172,PAOX
cg02253552,ZNF248
cg02254798,P4HA1
cg02256560,ZNF33A
cg02261018,KILLIN
cg02261018,PTEN
cg02262662,NEUROG3
cg02262786,C10orf76
cg02265810,PPP2R2D
cg02268561,NMT2
cg02270183,ADARB2
cg02271943,COMTD1
cg02273922,ACSL5
cg02274509,C10orf137
cg02281821,CLRN3
cg02286335,ZWINT
cg02286717,SYNPO2L
cg02289339,ADK
cg02291020,ANXA11
cg02291472,DNAJC1
cg02292671,PFKFB3
cg02292704,C10orf122
cg02293775,FAM53B
cg02294146,ZMIZ1
cg02297879,LRRC27
cg02302097,PIPSL
cg02302582,DKK1
cg02303317,ZNF511
cg02303317,TUBGCP2
cg02303677,TACR2
cg02304033,NPS
cg02304285,MRPL43
cg02304285,C10orf2
cg02306630,NKX6-2
cg02308884,AIFM2
cg02312170,WDR11
cg02313850,BMPR1A
cg02317321,ACBD7
cg02317400,VENTX
cg02320740,SORCS3
cg02321519,SVIL
cg02324920,NEURL
cg02326534,MAP3K8
cg02327373,CNNM2
cg02327997,ADAM12
cg02330106,MGMT
cg02334081,C10orf10
cg02336542,CHAT
cg02343648,C10orf75
cg02351056,METTL10
cg02351369,CPEB3
cg02353184,SFMBT2
cg02353418,ERLIN1
cg02358630,PPA1
cg02360101,C10orf137
cg02363630,SFRP5
cg02374486,PRF1
cg02377114,C10orf113
cg02382706,CALML5
cg02385091,ANKRD16
cg02385091,FBXO18
cg02388416,BNIP3
cg02388882,AGAP11
cg02392179,SORCS3
cg02393496,MIR608
cg02393810,VPS26A
cg02394955,PPYR1
cg02399019,CTBP2
cg02401235,CDK1
cg02401235,CDC2
cg02402091,ACSL5
cg02402587,PTCHD3
cg02412684,FGFR2
cg02413999,ZNF365
cg02414646,LOC100216001
cg02415341,CALY
cg02420010,H2AFY2
cg02420850,EMX2
cg02423930,MYOF
cg02427200,TCTN3
cg02429622,SVIL
cg02430797,OGDHL
cg02433884,SFXN3
cg02433884,PDZD7
cg02435427,AKR1C4
cg02437376,VDAC2
cg02439077,NODAL
cg02441296,ADD3
cg02441467,TUBGCP2
cg02442305,ASCC1
cg02442305,C10orf104
cg02444484,PDE6C
cg02447627,VENTX
cg02450004,TLX1
cg02450004,TLX1NB
cg02452627,ZNF438
cg02456226,CACNB2
cg02458292,KIAA0913
cg02458882,OPTN
cg02460314,CPN1
cg02460344,ZNF37A
cg02461773,RUFY2
cg02463329,C10orf88
cg02464984,ZNF438
cg02466926,C10orf137
cg02475834,PRPF18
cg02483554,GJD4
cg02483596,C10orf84
cg02493604,DKK1
cg02503501,ZNF438
cg02503850,ADAMTS14
cg02505293,CUTC
cg02505293,COX15
cg02507296,C10orf95
cg02510736,ZCCHC24
cg02512226,ARMC4
cg02522627,DDX21
cg02523018,ERLIN1
cg02523640,FOXI2
cg02524277,ACBD7
cg02531214,ZNF37A
cg02531437,PRLHR
cg02533235,UROS
cg02533235,BCCIP
cg02535924,ZNF37A
cg02538681,ANKRD22
cg02550027,BLOC1S2
cg02550110,DDX50
cg02551910,DHTKD1
cg02566518,FUT11
cg02567119,TLX1
cg02567119,TLX1NB
cg02572278,PFKFB3
cg02577433,TLX1NB
cg02577487,USP6NL
cg02578740,PAOX
cg02581615,OLAH
cg02581963,C10orf75
cg02584459,SLC16A12
cg02585098,FAM178A
cg02586182,TLX1NB
cg02590038,MMS19
cg02590038,UBTD1
cg02593403,SEC31B
cg02595823,SPOCK2
cg02595832,FOXI2
cg02599225,C10orf57
cg02602472,NRAP
cg02609848,ADARB2
cg02613108,PCDH15
cg02613435,LZTS2
cg02614016,MINPP1
cg02616604,SYT15
cg02619834,ADD3
cg02622557,EIF3A
cg02630694,NUDT5
cg02630694,CDC123
cg02631917,FGFBP3
cg02632200,SYT15
cg02634414,SLC16A12
cg02635786,TDRD1
cg02635829,C10orf12
cg02635932,CACNB2
cg02642962,FAM24B
cg02645368,VENTX
cg02649547,PLCE1
cg02651820,CREM
cg02657833,MYO3A
cg02660350,PGAM1
cg02661437,NMT2
cg02661802,HTRA1
cg02662277,PHYHIPL
cg02664664,EIF4EBP2
cg02669349,DDIT4
cg02671751,WAPAL
cg02676865,MMS19
cg02678909,ADD3
cg02681733,GOLGA7B
cg02682924,ITPRIP
cg02684964,TACR2
cg02689785,LOC729020
cg02690159,THNSL1
cg02690159,ENKUR
cg02690638,NRG3
cg02693002,OAT
cg02696879,LDB1
cg02698338,NKX1-2
cg02699461,SFXN4
cg02700606,EBF3
cg02702510,MARCH8
cg02707638,MKI67
cg02711929,HTRA1
cg02720207,SIRT1
cg02721665,GPR26
cg02721701,CYP17A1
cg02722214,INPP5F
cg02725025,KNDC1
cg02727811,CTBP2
cg02728050,CHAT
cg02728050,SLC18A3
cg02731293,PRKG1
cg02731464,KIF5B
cg02732134,DNMBP
cg02733266,GSTO1
cg02741216,SLIT1
cg02743070,ZMIZ1
cg02744793,CUL2
cg02746161,GUCY2G
cg02749825,COMTD1
cg02750471,C10orf58
cg02754943,CALML5
cg02756614,MYOF
cg02757432,GPR26
cg02765177,CUZD1
cg02767601,BMI1
cg02767771,UTF1
cg02769794,DLG5
cg02773640,RBM17
cg02774632,RSU1
cg02774862,TET1
cg02775617,ARHGAP12
cg02779948,HNRNPH3
cg02779948,PBLD
cg02783103,ZNF365
cg02788264,FXYD4
cg02790122,MIR1296
cg02790177,PPAPDC1A
cg02790260,LRIT2
cg02802904,MGMT
cg02803139,CCDC147
cg02803914,APBB1IP
cg02804564,SHOC2
cg02804564,NCRNA00081
cg02813021,ZMYND11
cg02817421,OPN4
cg02819347,PRLHR
cg02827371,CCDC7
cg02831294,CALML3
cg02835981,BNIP3
cg02836919,PTF1A
cg02840794,HPS6
cg02841844,RASSF4
cg02848777,TLL2
cg02851873,ZMIZ1
cg02853012,TMEM26
cg02857557,INPP5F
cg02858066,GPR123
cg02859644,ACBD5
cg02863237,RBM17
cg02866454,SFMBT2
cg02867818,ZMYND11
cg02868254,C10orf4
cg02870950,ANUBL1
cg02876062,FAM107B
cg02879836,LOC731789
cg02886408,BNIP3
cg02888677,VDAC2
cg02893499,LHPP
cg02897533,SFXN2
cg02899206,ADARB2
cg02899903,PITRM1
cg02900757,CTBP2
cg02906915,FZD8
cg02909372,CUEDC2
cg02909446,SPOCK2
cg02915692,NCRNA00202
cg02916470,PTPLA
cg02925144,UPF2
cg02927836,CNNM2
cg02930888,RBM20
cg02933909,PTCHD3
cg02936953,FAM24B
cg02937925,PLXDC2
cg02943595,LOC143188
cg02945296,FBXL15
cg02946754,DCLRE1A
cg02946754,NHLRC2
cg02946934,ST8SIA6
cg02949340,KAZALD1
cg02949574,CHAT
cg02949969,ZNF37B
cg02950701,CCNY
cg02950892,ANKRD2
cg02952701,TET1
cg02952711,LRRC27
cg02955484,PTPRE
cg02960688,ENTPD7
cg02960810,DNAJB12
cg02962299,ATP5C1
cg02962299,KIN
cg02972356,CREM
cg02974931,GDF10
cg02976719,PPAPDC1A
cg02980499,BLNK
cg02980650,SFMBT2
cg02981731,OGDHL
cg02991063,PRDX3
cg02993250,C10orf18
cg02997119,STAM
cg03002848,VENTX
cg03010860,DNAJB12
cg03011822,C10orf55
cg03015672,ARHGAP12
cg03016446,CBARA1
cg03016936,FAM178A
cg03018949,C10orf122
cg03020810,TLX1
cg03020810,TLX1NB
cg03028685,FRAT1
cg03029098,STOX1
cg03029551,MIR604
cg03031609,SFMBT2
cg03037366,MRPS16
cg03049303,C10orf76
cg03052869,GRID1
cg03069902,C10orf12
cg03070297,FAM196A
cg03076324,DNAJC1
cg03087610,AIFM2
cg03088791,PLCE1
cg03092918,OAT
cg03094377,SGMS1
cg03097111,FRAT1
cg03098012,CCDC3
cg03099492,CYP26A1
cg03102306,GHITM
cg03103919,CACNB2
cg03107310,FAM190B
cg03109101,EMX2OS
cg03109827,TCERG1L
cg03111039,ACTA2
cg03122427,ENTPD1
cg03122453,NSUN6
cg03129384,FAM196A
cg03139691,ANK3
cg03141090,LOC100169752
cg03142365,PLEKHA1
cg03153178,CCAR1
cg03155724,ASCC1
cg03155724,C10orf104
cg03157698,GPAM
cg03158499,ACTA2
cg03161190,C10orf26
cg03172717,NCOA4
cg03173975,MTG1
cg03178609,C10orf35
cg03180457,ZNF33B
cg03183877,YME1L1
cg03186972,ANKRD16
cg03186972,FBXO18
cg03190891,SORBS1
cg03205140,PLEKHA1
cg03205208,KIN
cg03208093,ZNF248
cg03211233,SIRT1
cg03214660,KILLIN
cg03214660,PTEN
cg03216823,NRBF2
cg03221266,ACTA2
cg03222244,SVIL
cg03236180,SGMS1
cg03236184,KILLIN
cg03236184,PTEN
cg03237648,SFMBT2
cg03241461,SVIL
cg03242819,FAM196A
cg03243023,BMI1
cg03249630,ANKRD22
cg03251249,SIRT1
cg03254875,ZMYND11
cg03257107,ENTPD1
cg03259469,SVIL
cg03263043,BTAF1
cg03265692,ATAD1
cg03269050,TLX1NB
cg03269171,PDCD11
cg03269171,USMG5
cg03271650,ACSL5
cg03271893,LZTS2
cg03282336,ARL5B
cg03283421,FAM24B
cg03284310,HMX3
cg03285073,OPALIN
cg03285457,LBX1
cg03285457,FLJ41350
cg03287579,NEBL
cg03288797,ASAH2B
cg03290677,TUBGCP2
cg03293884,TSPAN14
cg03300883,C10orf2
cg03302448,CUGBP2
cg03302822,C10orf28
cg03304019,DPYSL4
cg03331490,EIF3A
cg03332810,PPP2R2D
cg03337393,NEURL
cg03337507,COL13A1
cg03339065,EMX2OS
cg03349922,H2AFY2
cg03352181,HSPA12A
cg03352655,CASP7
cg03353047,KIAA1217
cg03354772,C10orf93
cg03356747,GRID1
cg03359508,ANXA11
cg03365332,SEC61A2
cg03366896,ECHS1
cg03370738,GRID1
cg03370951,C10orf128
cg03373185,ACBD5
cg03383873,RUFY2
cg03387256,ACTA2
cg03388193,HPSE2
cg03390723,GSTO2
cg03391533,ITIH5
cg03397575,C10orf67
cg03402605,C10orf91
cg03404726,DUPD1
cg03408893,ACBD7
cg03409144,ZMYND11
cg03410436,ADARB2
cg03411288,C10orf47
cg03417317,TMEM180
cg03419475,ABLIM1
cg03425110,NEUROG3
cg03425217,MASTL
cg03425217,YME1L1
cg03427299,GPR158
cg03430923,C10orf107
cg03441304,WAC
cg03442035,SAR1A
cg03448754,C10orf11
cg03449414,KIAA1598
cg03450842,ZMIZ1
cg03454028,ARHGAP12
cg03456651,C10orf105
cg03458633,LOC100216001
cg03462556,SLC16A9
cg03463778,LOC642826
cg03468945,OAT
cg03471571,FGFR2
cg03472000,C10orf96
cg03475172,USP6NL
cg03478948,PDSS1
cg03479974,ANKRD16
cg03479974,FBXO18
cg03480666,NRG3
cg03484490,TCTN3
cg03485533,CALHM1
cg03496709,LOC387647
cg03501777,ALOX5
cg03502076,CCNY
cg03503087,GFRA1
cg03511638,FBXL15
cg03520966,ACTA2
cg03522063,EMX2
cg03522510,C10orf107
cg03524461,MLLT10
cg03524533,CBARA1
cg03539850,PANK1
cg03548330,JAKMIP3
cg03548512,C10orf104
cg03549582,CYP26A1
cg03552472,TIMM23
cg03567622,IPMK
cg03567622,CISD1
cg03570948,LOC100133308
cg03574360,ANXA7
cg03574723,GPR26
cg03575163,C10orf26
cg03575602,CAMK1D
cg03576467,MRPS16
cg03576555,CTBP2
cg03584094,CCNY
cg03584380,VTI1A
cg03584380,ZDHHC6
cg03585969,CREM
cg03587042,CACNB2
cg03588460,KILLIN
cg03588460,PTEN
cg03595924,TTC18
cg03599037,C10orf58
cg03600318,SFTPD
cg03609639,NKX2-3
cg03610280,ENTPD1
cg03611007,PCDH21
cg03611732,MIR1915
cg03611732,C10orf114
cg03613717,TIAL1
cg03616221,SLC16A12
cg03616995,KIF5B
cg03617467,TNKS2
cg03618257,CUTC
cg03618257,COX15
cg03623097,ARMS2
cg03623770,C10orf58
cg03627944,CC2D2B
cg03629447,GPR120
cg03629943,CNNM1
cg03630088,CPXM2
cg03634708,KIF5B
cg03640944,ITPRIP
cg03641066,C10orf11
cg03642224,MASTL
cg03642224,YME1L1
cg03648155,PPIF
cg03650342,LOC100128811
cg03650474,LCOR
cg03651138,TET1
cg03652343,HERC4
cg03658471,SGMS1
cg03661616,SMC3
cg03662571,SLC16A12
cg03672854,ACTA2
cg03672854,FAS
cg03672997,TAF3
cg03674496,AGAP6
cg03674581,C10orf75
cg03677069,MMRN2
cg03677069,SNCG
cg03680517,CSGALNACT2
cg03682117,FAM160B1
cg03686645,JMJD1C
cg03687765,FXYD4
cg03690162,BAG3
cg03691156,IL15RA
cg03696346,ZNF485
cg03701427,DYDC1
cg03701427,DYDC2
cg03701779,FAM149B1
cg03701779,ECD
cg03712239,ZNF25
cg03719128,ZEB1
cg03719236,MIR2110
cg03719236,C10orf118
cg03727333,SGMS1
cg03727700,DCLRE1A
cg03727700,NHLRC2
cg03730709,ANXA11
cg03731358,CWF19L1
cg03734035,NDUFB8
cg03737135,HSPA14
cg03743584,PRAP1
cg03746823,FAM13C
cg03748352,ZMYND11
cg03752935,DOCK1
cg03754250,ZNF438
cg03755123,UTF1
cg03756171,SFTPA1
cg03756448,TET1
cg03758181,LBX1
cg03758181,FLJ41350
cg03761560,DNAJB12
cg03768916,ARHGAP22
cg03769523,C10orf32
cg03771939,TBC1D12
cg03773192,GRK5
cg03773989,PPP3CB
cg03775802,MIR609
cg03776541,PI4K2A
cg03777681,C10orf62
cg03778899,BTAF1
cg03780078,DDX21
cg03783925,TSPAN15
cg03786388,VENTX
cg03786842,DHX32
cg03789601,TUBGCP2
cg03790075,SEMA4G
cg03790325,MARCH8
cg03792491,GPR120
cg03795316,DHTKD1
cg03801898,ADD3
cg03804621,LOC399815
cg03804621,FAM24B
cg03807314,MAP3K8
cg03808459,ABI1
cg03808835,PCDH15
cg03810913,ZMIZ1
cg03810913,LOC283050
cg03812994,ZCCHC24
cg03813164,CUGBP2
cg03816081,LYZL1
cg03816954,UCMA
cg03817621,A1CF
cg03818395,ANKRD22
cg03820205,VDAC2
cg03820909,C10orf137
cg03823722,PITRM1
cg03824122,ZNF248
cg03826317,LOC100128811
cg03826430,PAOX
cg03844372,KIAA1217
cg03846926,C10orf140
cg03848129,LOC387646
cg03851398,C10orf125
cg03852570,PYROXD2
cg03853151,OAT
cg03859893,TFAM
cg03860051,IKZF5
cg03861065,ZNF365
cg03862225,CTBP2
cg03867445,ZNF511
cg03867445,TUBGCP2
cg03871549,RBM20
cg03875347,WDR37
cg03876676,TBC1D12
cg03879261,C10orf50
cg03883275,MAPK8
cg03885929,C10orf46
cg03891590,C10orf140
cg03891929,KILLIN
cg03891929,PTEN
cg03897252,ZNF365
cg03897456,ZNF511
cg03897456,TUBGCP2
cg03905463,PCGF5
cg03905847,NKX6-2
cg03908015,HMX3
cg03922645,MEIG1
cg03930857,DNTT
cg03934681,TRUB1
cg03936193,SLK
cg03941040,TFAM
cg03943081,TCERG1L
cg03943605,DUPD1
cg03946324,DCLRE1C
cg03948048,MIR107
cg03948236,ADAM12
cg03958163,SH3PXD2A
cg03958798,SORCS3
cg03959347,BICC1
cg03961010,ZNF365
cg03962527,ADD3
cg03965620,NUDT5
cg03965620,CDC123
cg03966161,MEIG1
cg03969957,C10orf4
cg03970483,C10orf28
cg03976379,ZEB1
cg03983808,ZNF33B
cg03983811,PI4K2A
cg03999743,SMNDC1
cg04001802,OLAH
cg04004590,PRKG1
cg04004904,RPP38
cg04021074,FAM107B
cg04021127,PPP2R2D
cg04021884,ZNF33A
cg04028070,CAMK1D
cg04031454,HK1
cg04035559,HK1
cg04044502,RTKN2
cg04050331,GATA3
cg04050331,FLJ45983
cg04054187,CCNY
cg04055345,ABLIM1
cg04058169,BUB3
cg04059318,KILLIN
cg04059318,PTEN
cg04060888,DHX32
cg04063945,KIAA1217
cg04068910,CHUK
cg04069867,LOC728190
cg04070692,TUBGCP2
cg04071427,HNRNPH3
cg04071427,PBLD
cg04071446,C10orf118
cg04074793,MKI67
cg04080353,CTBP2
cg04081651,MAP3K8
cg04082461,CYP26A1
cg04083751,C10orf54
cg04084348,C10orf55
cg04088969,CUGBP2
cg04090697,PPP2R2D
cg04108334,GDF2
cg04110601,GDF10
cg04117029,UROS
cg04118878,PPA1
cg04119701,FAM21A
cg04120329,PRAP1
cg04121624,RHOBTB1
cg04122385,PRINS
cg04123496,STK32C
cg04126427,EIF3A
cg04126866,C10orf99
cg04127044,PPYR1
cg04128746,FAM196A
cg04130185,LBX1
cg04130185,FLJ41350
cg04132998,DCLRE1C
cg04137702,C10orf53
cg04141648,CTNNA3
cg04150954,ZMIZ1
cg04153571,C10orf114
cg04153571,MIR1915
cg04154276,KIAA1217
cg04160753,C10orf91
cg04162153,BTBD16
cg04165840,PDCD11
cg04165840,USMG5
cg04167018,FAM149B1
cg04167018,ECD
cg04168854,LOC729020
cg04170468,WDR11
cg04179819,TAF3
cg04180868,PRTFDC1
cg04181181,MXI1
cg04188362,MLLT10
cg04192862,BAMBI
cg04194651,SVIL
cg04200607,EIF4EBP2
cg04207413,FAM53B
cg04214573,ACSL5
cg04215238,COL17A1
cg04215475,VENTX
cg04215870,SLC16A9
cg04218099,ERLIN1
cg04218760,TMEM72
cg04221117,CUGBP2
cg04221624,KIAA1274
cg04221681,PHYH
cg04225104,AKR1E2
cg04225510,NUDT5
cg04225510,CDC123
cg04230403,ACTA2
cg04230403,FAS
cg04233664,CTBP2
cg04234156,TAF3
cg04235519,PAX2
cg04238871,FAM53B
cg04241725,KIAA1279
cg04246880,CALY
cg04249706,CUGBP2
cg04249737,ITPRIP
cg04251571,CREM
cg04254609,PTER
cg04257169,ZNF518A
cg04266205,PRLHR
