ensembl,dWT_n,dWT_med,dWT_v,dWT_vz,dWT_kons,iv_n,iv_med,iv_v,iv_vz,iv_kons,basis_med,pool_anteil,symbol,im_modul,ri
ENSG00000011028,16,0.385917420656678,11,1,0.375,16,0.03953998209959775,10,1,0.25,-0.10994685767390694,0.4375,MRC2,False,
ENSG00000011105,16,0.6136086643712365,9,1,0.125,16,0.6610891381801709,10,1,0.25,-0.07046878945495864,0.5625,TSPAN9,False,
ENSG00000011114,16,-0.413097740452261,11,-1,-0.375,16,0.06752042202830899,8,1,0.0,0.127396949293342,0.125,BTBD7,False,
ENSG00000011132,16,1.0401836705149206,11,1,0.375,16,-0.1937234010904158,9,-1,-0.125,-0.7529732912757545,0.625,APBA3,False,
ENSG00000011143,16,-0.323067336553293,11,-1,-0.375,16,0.3668131604365765,9,1,0.125,-0.07893566876552931,0.125,MKS1,False,
ENSG00000011198,16,-0.2629536029067455,9,-1,-0.125,16,-0.036247585215219195,9,-1,-0.125,-0.018655330137866,0.375,ABHD5,False,
ENSG00000011243,16,0.22993062877507278,8,1,0.0,16,0.10745452012004965,9,1,0.125,-0.0038193770582395006,0.5,AKAP8L,False,
ENSG00000011258,16,0.46157960416417654,11,1,0.375,16,0.0649615105626806,9,1,0.125,-0.7724791422790005,0.4375,MBTD1,False,
ENSG00000011260,16,-0.656746689109574,9,-1,-0.125,16,-0.29347927064491197,11,-1,-0.375,0.2527796229449425,0.3125,UTP18,False,
ENSG00000011275,16,-0.0040879360467323995,8,1,0.0,16,-0.349577219646234,11,-1,-0.375,-0.0014595477981940502,0.25,RNF216,False,
ENSG00000011295,16,0.11054810403750534,9,1,0.125,16,0.029871187303618006,8,1,0.0,0.185013557434801,0.1875,TTC19,False,
ENSG00000011304,16,-0.1812157724610835,11,-1,-0.375,16,-0.5239354691835795,9,-1,-0.125,0.328142539669313,0.1875,PTBP1,False,
ENSG00000011332,16,-0.4408237039318665,11,-1,-0.375,16,-0.04872180236998265,10,-1,-0.25,0.504783755174372,0.25,DPF1,False,
ENSG00000011376,16,-0.3909864498906715,9,-1,-0.125,16,-0.09281713388847244,9,-1,-0.125,0.472463449565274,0.25,LARS2,False,
ENSG00000011405,16,0.4695800165256305,10,1,0.25,16,-0.517233739684282,10,-1,-0.25,-0.216771415279655,0.5,PIK3C2A,False,
ENSG00000011422,16,-1.4038456356627802,11,-1,-0.375,16,0.1266574422340021,9,1,0.125,0.8215883314249846,0.25,PLAUR,False,
ENSG00000011426,16,-0.749446006114419,10,-1,-0.25,16,-0.06582561561921496,8,1,0.0,0.459016366068014,0.25,ANLN,False,
ENSG00000011451,16,0.13916176804875,10,1,0.25,16,0.0955573603811853,9,1,0.125,-0.2695929253445025,0.4375,WIZ,False,
ENSG00000011454,16,0.9411034356571624,13,1,0.625,16,-0.4472518808285345,10,-1,-0.25,-0.809592199398852,0.625,RABGAP1,False,
ENSG00000011465,16,1.48910257964871,15,1,0.875,16,0.4039859066151985,10,1,0.25,-0.938150559773643,0.75,DCN,True,1.0
ENSG00000011478,16,-0.35499992390408647,10,-1,-0.25,16,0.3390062548018655,10,1,0.25,0.704277066991194,0.0625,QPCTL,False,
ENSG00000011485,16,0.219942433674264,11,1,0.375,16,-0.15926982249239358,9,-1,-0.125,-0.09224058627537415,0.375,PPP5C,False,
ENSG00000011523,16,0.5564532236810316,12,1,0.5,16,-0.43048880379566246,11,-1,-0.375,-0.2535514477206555,0.5625,CEP68,False,
ENSG00000011566,16,1.39291032536639,12,1,0.5,16,-0.4125099734975015,11,-1,-0.375,-0.83021892312407,0.6875,MAP4K3,False,
ENSG00000012048,16,-0.890000824205285,10,-1,-0.25,16,-0.36504906470410403,10,-1,-0.25,0.4832000098712565,0.375,BRCA1,False,
ENSG00000012061,16,0.137895941788448,10,1,0.25,16,0.3248794288383535,12,1,0.5,0.10101716950526905,0.3125,ERCC1,False,
ENSG00000012171,15,-0.0944083601657663,9,-1,-0.19999999999999996,15,-0.191642208322759,9,-1,-0.19999999999999996,0.0507406885537283,0.3333333333333333,SEMA3B,False,
ENSG00000012174,16,0.24406189452372,11,1,0.375,16,-0.386636594403734,10,-1,-0.25,-0.13990130811570314,0.4375,MBTPS2,False,
ENSG00000012211,16,-0.0553805593582305,8,1,0.0,16,0.10121457290736754,9,1,0.125,-0.2749536456588605,0.375,PRICKLE3,False,
ENSG00000012232,16,-0.2023256259379225,9,-1,-0.125,16,0.046246302135952995,8,1,0.0,0.16591764800026285,0.25,EXTL3,False,
ENSG00000012660,16,0.3350883772857435,10,1,0.25,16,0.212356475285088,11,1,0.375,-0.0839871843077164,0.1875,ELOVL5,False,
ENSG00000012822,16,1.090348264504865,15,1,0.875,16,0.44282918383227654,10,1,0.25,-0.5286943123208405,0.6875,CALCOCO1,False,
ENSG00000012963,16,-0.5753075457193491,12,-1,-0.5,16,0.3239882821008955,11,1,0.375,0.0410927197643695,0.1875,UBR7,False,
ENSG00000012983,16,-0.211368785252009,9,-1,-0.125,16,0.09031846052664134,8,1,0.0,-0.3510090533676955,0.375,MAP4K5,False,
ENSG00000013016,16,-1.0950142802043374,10,-1,-0.25,16,0.1428430706595315,10,1,0.25,0.287373687827889,0.1875,EHD3,False,
ENSG00000013275,18,-0.7362923026068084,13,-1,-0.4444444444444444,18,-0.13578387119875815,11,-1,-0.22222222222222232,0.626104375783649,0.16666666666666666,PSMC4,False,
ENSG00000013288,18,0.407525669492802,12,1,0.33333333333333326,18,0.441745706374599,11,1,0.22222222222222232,-0.06343555805766485,0.4444444444444444,MAN2B2,False,
ENSG00000013293,17,-1.05593693682485,14,-1,-0.6470588235294117,17,-0.0878686450543275,9,-1,-0.05882352941176472,0.768575898678226,0.0,SLC7A14,False,
ENSG00000013306,16,-1.193384595370245,12,-1,-0.5,16,0.47115463931081897,11,1,0.375,0.730698577688204,0.125,SLC25A39,False,
ENSG00000013364,16,-0.0362915998407256,8,1,0.0,16,-0.0845997324770669,10,-1,-0.25,0.3668728819956545,0.25,MVP,False,
ENSG00000013374,16,0.8711220505013759,12,1,0.5,16,-0.36510028476192,9,-1,-0.125,-0.589159684131637,0.5625,NUB1,False,
ENSG00000013375,16,-0.22972403304699052,11,-1,-0.375,16,-0.1965639355543421,8,1,0.0,0.1632611775559921,0.25,PGM3,False,
ENSG00000013392,18,-0.0875473865927803,9,1,0.0,18,0.1577823725990625,12,1,0.33333333333333326,-0.03888664327150815,0.3888888888888889,RWDD2A,False,
ENSG00000013441,16,0.9152078512730675,11,1,0.375,16,0.1150025809819683,9,1,0.125,-0.622309066467726,0.625,CLK1,False,
ENSG00000013503,16,-0.7267251111981745,11,-1,-0.375,16,0.08704436297241236,9,1,0.125,0.2567947908427355,0.1875,POLR3B,False,
ENSG00000013523,16,-0.5275569376162714,11,-1,-0.375,16,0.10329912710474326,9,1,0.125,0.08820392828318455,0.3125,ANGEL1,False,
ENSG00000013561,16,0.9231576837940334,12,1,0.5,16,-0.10495905614282496,9,-1,-0.125,-0.6144522396110835,0.6875,RNF14,False,
ENSG00000013563,16,0.03361741360188265,8,1,0.0,16,0.2219979747160225,11,1,0.375,0.13959461452648075,0.375,DNASE1L1,False,
ENSG00000013573,16,-0.9215137121802945,12,-1,-0.5,16,0.190461947885201,9,1,0.125,0.48024006259985896,0.25,DDX11,False,
ENSG00000013583,16,0.329124640193784,10,1,0.25,16,0.12138732405434399,9,1,0.125,0.1660324555289555,0.375,HEBP1,False,
ENSG00000013588,16,-0.4810850123918575,12,-1,-0.5,16,-0.453693867802606,9,-1,-0.125,0.5342676296046149,0.25,GPRC5A,False,
ENSG00000013619,16,-0.7399447454785915,10,-1,-0.25,16,-0.2973381219975175,10,-1,-0.25,0.7564860126556929,0.3125,MAMLD1,False,
ENSG00000013810,16,-0.7974307073950351,9,-1,-0.125,16,-0.07451342591691248,8,1,0.0,0.457545539069957,0.1875,TACC3,False,
ENSG00000014123,16,0.5609037664605655,10,1,0.25,16,-0.354990726051302,9,-1,-0.125,-0.8751396486867424,0.5,UFL1,False,
ENSG00000014138,15,-1.21068215439998,12,-1,-0.6000000000000001,15,0.0819699195067169,9,1,0.19999999999999996,0.823968563641477,0.2,POLA2,False,
ENSG00000014164,18,-0.202716281103215,11,-1,-0.22222222222222232,18,0.07238809128110435,9,1,0.0,-0.049411710116836496,0.2777777777777778,ZC3H3,False,
ENSG00000014216,16,-0.5628324519708134,11,-1,-0.375,16,0.13481906023155685,8,1,0.0,0.527817237689182,0.1875,CAPN1,False,
ENSG00000014641,16,-0.0053881073209171015,8,1,0.0,16,0.15920009002163749,10,1,0.25,-0.1182906554611184,0.375,MDH1,False,
ENSG00000014824,16,-0.8468850816814111,10,-1,-0.25,16,0.10156652343150346,8,1,0.0,0.1624290991376515,0.125,SLC30A9,False,
ENSG00000014914,16,-0.0233536625127508,9,-1,-0.125,16,-0.283306525292935,9,-1,-0.125,0.006856998428273299,0.375,MTMR11,False,
ENSG00000014919,15,-0.187724056545548,9,-1,-0.19999999999999996,15,-0.0487395724619725,8,-1,-0.06666666666666665,-0.24827245253691,0.13333333333333333,COX15,False,
ENSG00000015133,15,0.367148885295292,9,1,0.19999999999999996,15,-0.150962218593356,8,-1,-0.06666666666666665,-0.35923448882717,0.4666666666666667,CCDC88C,False,
ENSG00000015153,16,0.9997628362412421,13,1,0.625,16,-0.0749499590311274,8,1,0.0,-0.4828435098697045,0.6875,YAF2,False,
ENSG00000015171,16,0.7495625180207005,10,1,0.25,16,-0.31619691224417,9,-1,-0.125,-0.4747817747102915,0.5,ZMYND11,False,
ENSG00000015475,16,-0.12189218239433666,9,-1,-0.125,16,-0.583845481900779,10,-1,-0.25,0.298101339865879,0.375,BID,False,
ENSG00000015479,17,-0.708606441849088,12,-1,-0.41176470588235303,17,0.121535600674609,12,1,0.41176470588235303,0.200664276768136,0.29411764705882354,MATR3,False,
ENSG00000015532,16,-0.9973939561315825,15,-1,-0.875,16,0.24352562892666751,9,1,0.125,0.6409295741096385,0.0,XYLT2,True,-1.0
ENSG00000015676,16,-0.239503971674912,11,-1,-0.375,16,0.04966420902998795,9,1,0.125,0.3062316739674055,0.125,NUDCD3,False,
ENSG00000016391,15,-1.18296358592265,12,-1,-0.6000000000000001,15,0.368163673385131,8,1,0.06666666666666665,0.296281268440856,0.2,CHDH,False,
ENSG00000016864,16,0.0636833310958158,10,1,0.25,16,0.309145251630283,12,1,0.5,-0.29350171206191,0.3125,GLT8D1,False,
ENSG00000017260,16,-0.394282711273064,10,-1,-0.25,16,0.0160810744957908,8,1,0.0,0.360994593652674,0.25,ATP2C1,False,
ENSG00000017483,16,-0.362605282312227,9,-1,-0.125,16,-0.2215759874736335,9,-1,-0.125,0.3821875699638465,0.3125,SLC38A5,False,
ENSG00000017797,16,0.23410228268134847,10,1,0.25,16,-0.1462009712840055,9,-1,-0.125,-0.0904255461778987,0.375,RALBP1,False,
ENSG00000018189,16,1.005709685294271,11,1,0.375,16,-0.3075781751396115,11,-1,-0.375,-0.7629557344144084,0.625,RUFY3,False,
ENSG00000018408,16,-0.6508132325677655,10,-1,-0.25,16,0.037553121435726894,8,1,0.0,0.3349392631180495,0.3125,WWTR1,False,
ENSG00000018510,16,0.31994541639010654,13,1,0.625,16,-0.2250273604160466,8,1,0.0,-0.2514482794205705,0.4375,AGPS,False,
ENSG00000018699,16,-0.749518251374867,11,-1,-0.375,16,-0.0534230991764148,9,-1,-0.125,0.31401386929617847,0.3125,TTC27,False,
ENSG00000018869,15,0.730339403567707,11,1,0.46666666666666656,15,-0.027638168923463,9,-1,-0.19999999999999996,-0.156206387543313,0.5333333333333333,ZNF582,False,
ENSG00000019144,16,0.9102750252660325,13,1,0.625,16,0.09599796992811391,9,1,0.125,-0.5979437095807449,0.625,PHLDB1,False,
ENSG00000019485,16,1.224709216938785,11,1,0.375,16,-0.2276138242839775,10,-1,-0.25,-0.8656610308915315,0.5625,PRDM11,False,
ENSG00000019549,16,1.125846691601125,14,1,0.75,16,-0.023870850288674396,8,1,0.0,-0.630545696441736,0.75,SNAI2,False,
ENSG00000019582,15,0.331123526541527,10,1,0.33333333333333326,15,-0.0942532076909082,8,-1,-0.06666666666666665,-0.26631891364805,0.3333333333333333,CD74,False,
ENSG00000019995,18,0.6993816622346285,14,1,0.5555555555555556,18,-0.11824814375250109,10,-1,-0.11111111111111116,-0.712892425067488,0.5,ZRANB1,False,
ENSG00000020129,16,-0.3260801922583665,9,-1,-0.125,16,0.06662463103517549,8,1,0.0,0.12212063398336015,0.3125,NCDN,False,
ENSG00000020256,16,-0.8852896814885045,11,-1,-0.375,16,-0.322347753340842,10,-1,-0.25,0.801237787868749,0.1875,ZFP64,False,
ENSG00000020426,16,-0.07540318945981385,10,-1,-0.25,16,-0.27349798003076,9,-1,-0.125,-0.0366736420095448,0.1875,MNAT1,False,
ENSG00000020577,16,0.8216479771749675,11,1,0.375,16,-0.4373712209966145,12,-1,-0.5,-0.492529718031956,0.625,SAMD4A,False,
ENSG00000021300,15,-0.141116228984345,8,-1,-0.06666666666666665,15,0.523951635823786,10,1,0.33333333333333326,-0.146012090256388,0.26666666666666666,PLEKHB1,False,
ENSG00000021355,16,0.9566716023209234,10,1,0.25,16,0.0135929353866046,8,1,0.0,-0.09368292003909645,0.5625,SERPINB1,False,
ENSG00000021574,16,0.462346260212664,9,1,0.125,16,-0.1520328832284281,9,-1,-0.125,-0.213225700025937,0.5,SPAST,False,
ENSG00000021645,15,-0.619812897641355,10,-1,-0.33333333333333326,15,0.0623720207965004,8,1,0.06666666666666665,0.625530065940747,0.3333333333333333,NRXN3,False,
ENSG00000021762,16,1.496634356542065,14,1,0.75,16,0.27044595415510353,10,1,0.25,-0.951796525214167,0.6875,OSBPL5,False,
ENSG00000021776,16,-0.5797346713643825,10,-1,-0.25,16,-0.15004049430339175,9,-1,-0.125,0.0854059736414371,0.3125,AQR,False,
ENSG00000021826,16,-0.33963897802756104,11,-1,-0.375,16,-0.0133373016437638,9,-1,-0.125,0.15388768187354251,0.125,CPS1,False,
ENSG00000022267,16,0.7199326819933255,12,1,0.5,16,-0.28175782663013005,9,-1,-0.125,-0.768335836243211,0.6875,FHL1,False,
ENSG00000022567,15,-0.0904037263519905,8,-1,-0.06666666666666665,15,-0.194188679749554,9,-1,-0.19999999999999996,0.835091322600696,0.2,SLC45A4,False,
ENSG00000022840,16,0.37709998982024,9,1,0.125,16,-0.05938581548443775,8,1,0.0,-0.27785933905482496,0.4375,RNF10,False,
ENSG00000022976,16,-0.04877676154570585,8,1,0.0,16,-0.2049960870310995,11,-1,-0.375,-0.08845770684900386,0.1875,ZNF839,False,
ENSG00000023041,16,0.02338176678118525,8,1,0.0,16,-0.06174627332937849,8,1,0.0,-0.114825966014768,0.3125,ZDHHC6,False,
ENSG00000023171,16,-0.6231605345532535,11,-1,-0.375,16,0.040394861348510946,9,1,0.125,0.4589703887717055,0.1875,GRAMD1B,False,
ENSG00000023191,16,0.1727415508855072,10,1,0.25,16,-0.0822765567731845,9,-1,-0.125,-0.12499378751304975,0.25,RNH1,False,
ENSG00000023228,16,-0.35028640529550203,10,-1,-0.25,16,-0.03274262818642215,8,1,0.0,0.3075191545513145,0.3125,NDUFS1,False,
ENSG00000023287,16,0.89910129681056,10,1,0.25,16,-0.18681064280383602,10,-1,-0.25,-0.528495798532992,0.625,RB1CC1,False,
ENSG00000023318,18,0.287309631174256,12,1,0.33333333333333326,18,0.14434393777081328,10,1,0.11111111111111116,-0.339097251068857,0.3888888888888889,ERP44,False,
ENSG00000023330,16,-0.491234988683354,9,-1,-0.125,16,0.08993746017214901,8,1,0.0,0.39624751148293447,0.25,ALAS1,False,
ENSG00000023445,16,0.960654877985136,12,1,0.5,16,-0.4678419758450335,9,-1,-0.125,-0.516256311514961,0.625,BIRC3,False,
ENSG00000023516,18,0.6511973753006555,10,1,0.11111111111111116,18,-0.4080695531132865,12,-1,-0.33333333333333326,-0.326931012136079,0.5555555555555556,AKAP11,False,
ENSG00000023572,16,0.28001416028507425,11,1,0.375,16,-0.4109862456171305,10,-1,-0.25,-0.042540439858395195,0.4375,GLRX2,False,
ENSG00000023608,18,-0.1248652489247936,10,-1,-0.11111111111111116,18,-0.256871929926528,14,-1,-0.5555555555555556,0.013632600110788798,0.3333333333333333,SNAPC1,False,
ENSG00000023697,16,-0.097648996616055,9,-1,-0.125,16,-0.01081171449754205,8,1,0.0,-0.08352466426660135,0.375,DERA,False,
ENSG00000023734,16,0.2624784020447115,9,1,0.125,16,0.2748108424426025,9,1,0.125,0.0263724115847926,0.375,STRAP,False,
ENSG00000023839,16,0.304511903359481,10,1,0.25,16,-0.206407291885504,9,-1,-0.125,-0.212133362428105,0.4375,ABCC2,False,
ENSG00000023892,15,-0.812637154029881,12,-1,-0.6000000000000001,15,0.0104074286089446,8,1,0.06666666666666665,0.666575943435522,0.06666666666666667,DEF6,False,
ENSG00000023902,16,-0.3946015748480405,9,-1,-0.125,16,0.013116375409487999,8,1,0.0,0.266810693695116,0.3125,PLEKHO1,False,
ENSG00000023909,16,-0.05718226747011895,8,1,0.0,16,-0.1388762456886795,12,-1,-0.5,0.20064264592205,0.25,GCLM,False,
ENSG00000024048,16,0.3548611140655818,9,1,0.125,16,-0.04069392343035046,8,1,0.0,-0.6080874738562976,0.5,UBR2,False,
ENSG00000024422,16,0.278667489185017,9,1,0.125,16,-0.03202079118838849,8,1,0.0,-0.0615953835685438,0.3125,EHD2,False,
ENSG00000024526,16,-0.596628470497232,10,-1,-0.25,16,-0.02034547880971015,9,-1,-0.125,0.4197140853813005,0.25,DEPDC1,False,
ENSG00000024862,16,-0.09074561193685074,9,-1,-0.125,16,0.55409252947686,10,1,0.25,-0.260427240824357,0.3125,CCDC28A,False,
ENSG00000025039,15,0.587031367772714,9,1,0.19999999999999996,15,-0.115484288500767,8,-1,-0.06666666666666665,-0.3931033326564,0.5333333333333333,RRAGD,False,
ENSG00000025156,16,-0.251255332767463,10,-1,-0.25,16,0.11605959054934975,10,1,0.25,0.10370806532569145,0.125,HSF2,False,
ENSG00000025293,16,0.2379522853948704,9,1,0.125,16,-0.56317901557658,14,-1,-0.75,0.0876677470553985,0.4375,PHF20,False,
ENSG00000025423,15,-0.0600351310727167,8,-1,-0.06666666666666665,15,0.336575834243898,8,1,0.06666666666666665,0.256096446210042,0.3333333333333333,HSD17B6,False,
ENSG00000025434,16,0.12485538337986801,10,1,0.25,16,0.6442605044873745,14,1,0.75,-0.09123425795673405,0.25,NR1H3,False,
ENSG00000025708,15,1.75560707112016,12,1,0.6000000000000001,15,0.0296819041381444,8,1,0.06666666666666665,-0.864393177879227,0.8,TYMP,False,
ENSG00000025770,16,-1.0331485120264925,12,-1,-0.5,16,0.284235102899697,9,1,0.125,0.414248641497859,0.125,NCAPH2,False,
ENSG00000025772,18,-0.5191729168369165,10,-1,-0.11111111111111116,18,-0.1307465824637735,12,-1,-0.33333333333333326,0.369446667892414,0.3888888888888889,TOMM34,False,
ENSG00000025796,16,0.318926204361804,10,1,0.25,16,0.0734353864020408,9,1,0.125,-0.37106835329416754,0.4375,SEC63,False,
ENSG00000025800,16,-0.4054991267222875,11,-1,-0.375,16,0.08593148315051954,9,1,0.125,0.507030707973853,0.25,KPNA6,False,
ENSG00000026025,16,-0.5070917576126465,12,-1,-0.5,16,0.05506628993277331,10,1,0.25,0.18977811903619834,0.125,VIM,False,
ENSG00000026103,16,0.9149382675494565,12,1,0.5,16,-0.14025381478729834,9,-1,-0.125,-0.639753820936686,0.625,FAS,False,
ENSG00000026297,16,-1.19243234130145,12,-1,-0.5,16,0.543793861689292,10,1,0.25,0.850125736030205,0.125,RNASET2,False,
ENSG00000026508,16,-1.36323536592788,13,-1,-0.625,16,-0.1762928207147955,10,-1,-0.25,0.9029037140574405,0.1875,CD44,False,
ENSG00000026559,16,0.244724528783557,10,1,0.25,16,-0.569333750039519,10,-1,-0.25,-0.1372027731779515,0.375,KCNG1,False,
ENSG00000026652,16,0.1539038298066936,9,1,0.125,16,-0.280334745653195,10,-1,-0.25,-0.03160179337053455,0.4375,AGPAT4,False,
ENSG00000026950,16,0.407466881018625,11,1,0.375,16,-0.197126703424337,10,-1,-0.25,-0.38012883141216647,0.375,BTN3A1,False,
ENSG00000027001,16,-0.17573676619477754,9,-1,-0.125,16,-0.02543101592433575,8,1,0.0,0.35391396277432596,0.25,MIPEP,False,
ENSG00000027075,16,0.150488183305958,10,1,0.25,16,0.327128845231898,10,1,0.25,-0.03192737902484205,0.3125,PRKCH,False,
ENSG00000027644,15,-0.0403484075671681,9,-1,-0.19999999999999996,15,0.148285301726344,10,1,0.33333333333333326,-0.304102716490477,0.2,INSRR,False,
ENSG00000027697,16,1.7308875287986698,15,1,0.875,16,-0.18192677379283162,9,-1,-0.125,-0.9397963111874199,0.875,IFNGR1,True,1.0
ENSG00000027847,16,-0.0829547476024595,8,1,0.0,16,0.6445654031623805,14,1,0.75,0.44778789139298647,0.25,B4GALT7,False,
ENSG00000027869,15,0.183645989922605,9,1,0.19999999999999996,15,0.129911033882841,8,1,0.06666666666666665,0.163032185129858,0.3333333333333333,SH2D2A,False,
ENSG00000028116,16,-0.04899997840400451,8,1,0.0,16,-0.5595376141013845,10,-1,-0.25,0.3496869194999635,0.4375,VRK2,False,
ENSG00000028137,16,0.701739669933093,12,1,0.5,16,-0.11742033640996954,9,-1,-0.125,-0.3632447688527515,0.5625,TNFRSF1B,False,
ENSG00000028203,16,-0.321575634091226,10,-1,-0.25,16,0.26635418801050903,9,1,0.125,0.3221237889543795,0.3125,VEZT,False,
ENSG00000028277,16,-0.429757645790195,9,-1,-0.125,16,-0.522008828975235,9,-1,-0.125,0.35799232509711654,0.25,POU2F2,False,
ENSG00000028310,16,-0.9516311192104575,11,-1,-0.375,16,-0.3761255661612275,10,-1,-0.25,0.690007109235382,0.1875,BRD9,False,
ENSG00000028528,16,0.33793236486032996,11,1,0.375,16,0.7674872047174615,12,1,0.5,-0.5155855469334615,0.4375,SNX1,False,
ENSG00000028839,16,-0.32042873635307,11,-1,-0.375,16,0.061273105277178,8,1,0.0,-0.04588883921538696,0.125,TBPL1,False,
ENSG00000029363,16,-0.0646793929765426,8,1,0.0,16,-0.18272299405298034,8,1,0.0,0.36432060531224,0.25,BCLAF1,False,
ENSG00000029364,16,0.7151108376338591,10,1,0.25,16,0.284520468625425,10,1,0.25,-0.419428350125723,0.5625,SLC39A9,False,
ENSG00000029534,16,-0.476364680570119,11,-1,-0.375,16,0.1805055238605995,9,1,0.125,0.3999695838209245,0.1875,ANK1,False,
ENSG00000029639,16,-0.6520462335602265,9,-1,-0.125,16,-0.404747500638047,12,-1,-0.5,-0.0010969646598195104,0.375,TFB1M,False,
ENSG00000029725,16,0.6364578690887975,10,1,0.25,16,-0.39857650390073496,9,-1,-0.125,-0.4622647396270275,0.5,RABEP1,False,
ENSG00000029993,16,0.05541052145158655,9,1,0.125,16,-0.17622802184091402,10,-1,-0.25,0.283336618868265,0.3125,HMGB3,False,
ENSG00000030066,16,-0.021973195970707002,8,1,0.0,16,-0.4323603722213565,12,-1,-0.5,-0.12755357867942302,0.3125,NUP160,False,
ENSG00000030110,16,-0.3847359997370825,10,-1,-0.25,16,-0.5105902513628799,11,-1,-0.375,0.3687109104276305,0.3125,BAK1,False,
ENSG00000030419,16,0.9365389120036229,14,1,0.75,16,0.08152382450172395,9,1,0.125,-0.8732882804374604,0.8125,IKZF2,True,1.0
ENSG00000030582,16,0.624104177595856,10,1,0.25,16,0.07516596640743615,9,1,0.125,-0.2064439771347955,0.5625,GRN,False,
ENSG00000031003,16,0.4419182681159755,10,1,0.25,16,-0.11236619578331779,8,1,0.0,-0.37587997478720847,0.5,FAM13B,False,
ENSG00000031081,16,0.6446311020068001,10,1,0.25,16,-0.469733568671887,9,-1,-0.125,0.04294458268883475,0.5625,ARHGAP31,False,
ENSG00000031691,18,0.01239555398794,9,1,0.0,18,-0.46134461423513395,13,-1,-0.4444444444444444,-0.16879761111494102,0.3888888888888889,CENPQ,False,
ENSG00000031823,16,-0.3126979435434395,12,-1,-0.5,16,0.019121723749262805,8,1,0.0,0.15977083847435,0.1875,RANBP3,False,
ENSG00000032219,16,0.3960348061022645,9,1,0.125,16,-0.069925331035561,8,1,0.0,-0.20219310609850644,0.5,ARID4A,False,
